b'@ColonelFalcon @Retrogamebrews @Cladounnet @esperdreams @Kuniotchi @retrogaminggeek @16bitnostalgia @RetroBoyJon\xe2\x80\xa6 https://t.co/RsVa6jEGVB'
b'@KGxJester problably these\nceleste WHEN IM GONNA FUCKING GET IT ONE DAY ....fucking delay limited run\nBorderland 3\xe2\x80\xa6 https://t.co/jWEyOPIoUz'
"b""Here's the forecast for 12 Borderland cities: Day #3 today of above normal warm/hot high temperatures. An upper lev\xe2\x80\xa6 https://t.co/opqfuxAxYr"""
b'@AzurLane_EN So either I play this or borderland 3 on steam'
"b""@Kairomatic @JosephJBroni Holy fucking shit I'm gonna respond to every Tweet Randy Pitchford ever makes about Borde\xe2\x80\xa6 https://t.co/OpjjfxmHTd"""
b'@realDonaldTrump thank you mr trump thank you sir borderland 3 1 billion lock load loot  video game billion gems mineral'
"b""I read a thing on borderland 3's negative things that need to change, and one of them was that it takes to long to\xe2\x80\xa6 https://t.co/TNzSKZ3Ond"""
"b'RT @brhoomy18: Borderland 3 is GOTY ALREADY , 4 months to go \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f#Borderlands3'"
b'@GeekChickTV We gotta wait until borderland 3'
"b'All the improvement in gameplay in Borderland 3 are super welcome, but the thing I look forward to the most is fina\xe2\x80\xa6 https://t.co/OtAZSBWyqX'"
"b'Borderland 3: Rumors, Leaks, And Everything You Need To\xc2\xa0Know https://t.co/OeiGHpMc5G https://t.co/Yro2FL1pJT'"
b'@TimSweeneyEpic and stop using the devs as your fking shield. You havent done jack shit for them yet! Borderland 3\xe2\x80\xa6 https://t.co/jv23jYMDh7'
"b'@Shizblacka I\xe2\x80\x99m right with you bro! My 3 favs are Bioshock series, Borderland series and Mortal Kombat Series compl\xe2\x80\xa6 https://t.co/Ww9Z6Pri18'"
"b""Always been a fan of the Borderland series since the first one on xbox, in honor of 3 I'll be playing every game be\xe2\x80\xa6 https://t.co/hdjxFCSrTI"""
b'@Borderlands I have a request for the Borderland 3 team. Can you put a few different types of voices for different\xe2\x80\xa6 https://t.co/7TWgF5OruK'
b'RT @epchihuahuas: On Deck: First Responders Night presented by @Thprovidence \n\n1. Celebrating &amp; Honoring First Responders\n2. 1st Place Team\xe2\x80\xa6'
"b""I think only 2 of my friends will be playing borderland's 3. The rest plays destiny like it's the only game created"""
b'On Deck: First Responders Night presented by @Thprovidence \n\n1. Celebrating &amp; Honoring First Responders\n2. 1st Plac\xe2\x80\xa6 https://t.co/jNpVxzLyd2'
b'Bloodborne \nThe Witcher 3\nGod of war \ntearaway unfolded \nThe last of us \nBorderland 2\noverwatch \nRatchet and clank https://t.co/h4kIz2gnIC'
b'RT @Songmasterk: Last day of the Borderland 3 gameplay event. https://t.co/4ChAyLpuLF'
b'RT @LoonicTTV: Starting from Borderlands 1. Day 1: All New : Borderlands 3 Hype! #Borderlands3 #borderland @Borderlands @GearboxOfficial #p\xe2\x80\xa6'
b'Starting from Borderlands 1. Day 1: All New : Borderlands 3 Hype! #Borderlands3 #borderland @Borderlands\xe2\x80\xa6 https://t.co/VZNRf229Yj'
"b""With the controversy around Rhys's VA who will voice him in @Borderlands 3?\n@RayChase might have an answer\xe2\x80\xa6 https://t.co/482Ywhh8wg"""
b'Last day of the Borderland 3 gameplay event. https://t.co/4ChAyLpuLF'
"b'@ChainLightining @PlayPositive @DuvalMagic @gameinformer There is nothing about ambiguous about ""there are no micro\xe2\x80\xa6 https://t.co/F4jshYDpvg'"
b'@DuvalMagic  idc about the hate on boderlands due to epic and stupid game informer misprint .well atleast borderlan\xe2\x80\xa6 https://t.co/aHDeulz4Ho'
"b""Episode 67 is live! We discuss Splitgate, Epic Game's newest acquisition, and the borderland 3 gameplay reveal! We\xe2\x80\xa6 https://t.co/roRcIgbyye"""
b'@JVCom Le futur ultime collector borderland 3'
b'I am boycotting Borderland 3. As Randy Pitchford is toxic. Plus Epic game story is Chinese Spywear. If you get you\xe2\x80\xa6 https://t.co/1qWaPgARVb'
"b'@LazerzZHD Doom Eternal, Fallen Order, Borderland 3, Rage 2, Pokemon Sword and Shield, Watch Dogs 3. I bet there will be more announced too'"
"b""@Joshbaked_ Eyy will be great to see you streaming again sorry I couldn't come by your Borderland 3 stream. Will be\xe2\x80\xa6 https://t.co/6w3qZHcYWb"""
"b'@mhales73 @GambleMike Stop the madness, there are plenty of ppl playing the game, the divison 2 has its share of pr\xe2\x80\xa6 https://t.co/SNRx48jqQd'"
"b""Amazing. A game journalist actually does their job for a change and Bitchford and Borderland's fanboys jump to Rand\xe2\x80\xa6 https://t.co/IAA1CF3Zmg"""
"b'@Shattered_Earth Lol, soemthing similar happened the other day. I made a comment about the borderland 3 store debac\xe2\x80\xa6 https://t.co/vS2MKLhbty'"
b'borderland 3 looks amazing haha \xf0\x9f\x98\x82 im so excited rn'
b'@GearboxOfficial will borderland 3 on console have a higher sensitivity cap than others cause using a sniper was im\xe2\x80\xa6 https://t.co/fxj8qCFxAe'
b'I\xe2\x80\x99m buying Borderland 3 day 1... can give a fuck about a Epic vs Steam battle...both companies are crooked in their\xe2\x80\xa6 https://t.co/8kKKXtl74F'
"b'@DuvalMagic @JasonCross00 I was looking forward to ordering Borderland 3 tonight, until I saw your rant Randy. Now\xe2\x80\xa6 https://t.co/4GORG84GDf'"
"b'Dear @GearboxOfficial and @Borderlands, is there gonna be a PhysX support in Borderland 3? Asking because I loved t\xe2\x80\xa6 https://t.co/3pulkrxfLe'"
b'@WishYaLuckk I doubt it. Borderland 3 reveal stream barely had anyone watch it. Anytime bungie reveals something hu\xe2\x80\xa6 https://t.co/D9VJ9qVWV1'
b'Incoming Angry rant\nRandy you better NOT fuck top borderland 3 with shity fucking microtransactions. If it about co\xe2\x80\xa6 https://t.co/xXsmQVWeya'
"b""@of_byte All the time! \nI diversify as much as I can in genres I enjoy the most, it's far cry from best growth but\xe2\x80\xa6 https://t.co/YptRYU3gC9"""
b'@DuvalMagic and hope you are looking toward playing Borderlands 3 as much as we have had fun developing the game. K\xe2\x80\xa6 https://t.co/0g3hGvilg8'
b'@DuvalMagic @gameinformer Well I\xe2\x80\x99m not buying Borderland 3 anymore lol'
"b""Am I crazy to think I'm kind of with @DuvalMagic on Borderland 3 controversies? I remember he f-ed up many times be\xe2\x80\xa6 https://t.co/P6V0GtYLCA"""
b'I am still so shook over the Borderland 3 play through! I think I broke my laptop trying to switch between\xe2\x80\xa6 https://t.co/XWLlDlF7xs'
"b'\xf0\x9f\x93\xa3 New Podcast! ""Street Fighter 2, Guild Wars 2, Borderlands 3"" on @Spreaker https://t.co/Frj9Lu8uM1'"
"b'Borderland 3, ima need a squad'"
"b""Anyone else excited for Borderland's 3 https://t.co/oNBX4xwzgF"""
b'Thank you borderland 3 dev for all your hard work ! I m super hype to play the game. #thanksdev #borderland3 https://t.co/Cta3rfbCH6'
b'Please I need borderland 3 and mk 11 and a ps4.\n\nThis pc gaming thing not easy in lagos.'
"b""I just read all the new stuff they've added to Borderland 3 and I am PUMPED"""
b'RT @BryceMcQuaid: Friends who got the try Borderland 3! How is it? I\xe2\x80\x99m definitely not jealous or anything. &gt;.&gt;'
b'@rizkysjahrizal No its borderland 3'
b'I feel at this point I read more about Randy Pitchford being Randy Pitchford more than I read about Borderland 3.'
"b""Borderland 3 has micro transaction? now depending what it is it might be fine but I still don't support."""
b'@TheyCallMeDSP @MrPapaveraceae Hey did you get borderland 3 early access key? because currently people playing it on twitch.'
b'@3ash8_7lakk @EAHelp @anthemgame They have till september 13th to give player decent loot system. If they dont gear\xe2\x80\xa6 https://t.co/p763g5Xgf3'
b'I wish Athena was in Borderland 3 \xe0\xb2\xa5_\xe0\xb2\xa5 @DuvalMagic \n(\xe3\x80\x9c\xef\xbf\xa3\xe2\x96\xb3\xef\xbf\xa3)\xe3\x80\x9c\nAlso loving BL3 gameplay \xe2\x9d\xa4 waited so long since BL2'
b'@xNesliN @DuvalMagic @Borderlands Borderland 3 is gonna be best.'
b'@GearboxOfficial Will there be other times where streamers get to play borderlands 3 so I could get more borderland 3 loot?'
b'@DuvalMagic @ThePengwn @GI_AndyMc Mislead? like how you implied you were releasing Borderland 3 on release day on S\xe2\x80\xa6 https://t.co/gu2gYK15Ib'
b'Yeah. I\xe2\x80\x99m copping Borderland 3. Probably for PC.'
b'RT @Songmasterk: Borderland 3 gameplay live show will start again at 4:00PT.@Borderlands'
b'Borderland 3 gameplay live show will start again at 4:00PT.@Borderlands'
b'RT @BryceMcQuaid: Friends who got the try Borderland 3! How is it? I\xe2\x80\x99m definitely not jealous or anything. &gt;.&gt;'
b'I just wanna play borderland 3 and other games'
b'@MGS_RayRay Hell yeah Ray. You stoked for Borderland 3 my dude? It looks incredible.'
b'RT @BryceMcQuaid: Friends who got the try Borderland 3! How is it? I\xe2\x80\x99m definitely not jealous or anything. &gt;.&gt;'
b'instabuy borderland 3'
b'Friends who got the try Borderland 3! How is it? I\xe2\x80\x99m definitely not jealous or anything. &gt;.&gt;'
b'I can\xe2\x80\x99t wait for Borderlands 3 and hope  they have cool into like the did in 2 with Short Change Hero and the begin\xe2\x80\xa6 https://t.co/01wBp74y0n'
"b'Borderland 3 is GOTY ALREADY , 4 months to go \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f#Borderlands3'"
b'Bro I am so ready for Borderland 3'
b'Everybody mite be playing as Zane in Borderland 3 muthafucka does everything in his skill set'
"b'@PlayStation nothing for me until The last of us part 2 coming but i am getting Madden 20, NBA 2k20, WWE 2k20, migh\xe2\x80\xa6 https://t.co/zVcay0EQWg'"
b'Okay I guess this is where I talk about Borderland 3 LOL'
b'Ahh that borderland 3 reveal tho \xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c. I want it already'
"b'You know what sucks..... \n\nFeeling so indifferent and ""lost"" recently and seeing that Borderland 3 gameplay and fee\xe2\x80\xa6 https://t.co/sZp3xlaaAc'"
"b""BORDERLAND 3'S UI IS SO FUCKING GOOD. \n\nI may be wet."""
"b""Borderland 3 could be my GotY vote if it's not filled with p2w gear. Loved the live stream today!! So much great stuff"""
"b""Borderland's 3 is the only thing keeping me going now lol 5 god damn years I have been waiting for this game lol I'\xe2\x80\xa6 https://t.co/zga8NSVlv3"""
b'@RedTube @YouPorn Yea like BORDERLAND 3-'
b'Borderland 3 gameplay was AMAZINGLY AWSOME! https://t.co/sFJMxVdu05'
b'Borderland 3 playable at @GuardianCon 19 THATS INSANE!'
b'I could not be more excited for Borderland 3. The game looks amazing. Good job guys @Borderlands @GearboxOfficial @DuvalMagic'
b'@DeefLord we need to Borderland 3 impressions now!!!!'
b'@Ab0ut36greeks Borderland 3 seem to be bigger n offer more then Rage 2.....Rage 2 still look cool n day 1 cop for me'
"b'Borderland 3 looks like it will have Destiny levels of investment opportunity. The polish is insane, the content se\xe2\x80\xa6 https://t.co/ar3aLVJogT'"
b'Wow!  OMG!  Borderland 3 is so badass! https://t.co/lpYtJ17iHa'
b'Watching Borderland 3 gameplay reveal made me wish for a Destiny-Borderlands crossover...'
b'Borderland 3 just looks beautiful'
b'Borderland 3 is going to ruin me. Help.'
"b'RT @DeionNavarro: latest artwork I finished\n moxxi form borderlands,\n end game iron man , whose ready for the games played of borderland 3\xe2\x80\xa6'"
"b""Borderland 3 is looking pretty good, can't wait for the game"""
"b'who wants to,,,borderland 3 when it comes out'"
"b'RT @RaMBoNaToRRR: #Borderlands3 #twitchtv Borderland 3 live on twitch, demo gameplay!!! https://t.co/UPGIn1LfVF'"
b'Man once I seen the Revolver in Borderland 3 ...I\xe2\x80\x99m sold ...damn I love the revolver in this game smh'
"b'#Borderlands3 #twitchtv Borderland 3 live on twitch, demo gameplay!!! https://t.co/UPGIn1LfVF'"
b'borderland 3 time'
b'This is it. The live stream has started. Borderland 3 come at me bro \xe2\x9d\xa4\xef\xb8\x8f'
b'Streaming today after watching the Borderland 3 stuff. Come by and hang out\nhttps://t.co/WH0LhfDbvJ'
b'Borderland live reveal will be live in an hour \xf0\x9f\x98\x8d!\nBorderlands 3 Twitch extension lets you earn loot before game\xe2\x80\x99s r\xe2\x80\xa6 https://t.co/MsYEBMqKbu'
"b'@SScrachen @Bigtaeguwop @MortalKombat Yess, mk 11 and borderland 3 \xf0\x9f\xa4\x97'"
"b""3. Herbert Eugene Bolton builds on Turner's thesis in The Spanish Borderlands (1921). He introduces the more inclus\xe2\x80\xa6 https://t.co/YYUIdGWn12"""
"b'RT @DeionNavarro: latest artwork I finished\n moxxi form borderlands,\n end game iron man , whose ready for the games played of borderland 3\xe2\x80\xa6'"
"b'RT @DeionNavarro: latest artwork I finished\n moxxi form borderlands,\n end game iron man , whose ready for the games played of borderland 3\xe2\x80\xa6'"
"b'latest artwork I finished\n moxxi form borderlands,\n end game iron man , whose ready for the games played of borderl\xe2\x80\xa6 https://t.co/h271SJkS0G'"
"b'@PixelBit7 @TheOldLoftyOne Borderland 3 will look EPIC, on #PC \xf0\x9f\x98\x89'"
b'@2KSupport so I bought the borderland collection to play before 3 is out I was doing a A dam fine rescue and I was\xe2\x80\xa6 https://t.co/Q0yq8HjVnA'
b'RT @thenerdmag: Borderland 3 Leaked Gameplay Shows Us An Early Look At The game https://t.co/jgZicaINRY\n\n#BORDERLANDS3 #Borderlands #PS4 #X\xe2\x80\xa6'
b'Borderland 3 Leaked Gameplay Shows Us An Early Look At The game https://t.co/jgZicaINRY\n\n#BORDERLANDS3 #Borderlands\xe2\x80\xa6 https://t.co/18OWTLB0bi'
b'RT @MTashed: DUDES! I Think I get to record / stream Borderland 3 Tomorrow night AND Wednesday now! This is a BIG Pog\n\nMake sure you sign u\xe2\x80\xa6'
b'DUDES! I Think I get to record / stream Borderland 3 Tomorrow night AND Wednesday now! This is a BIG Pog\n\nMake sure\xe2\x80\xa6 https://t.co/Z2Tik1mrWU'
